antigen,demand,probability,sid,demand_scenario,demand_scenario_probability
Hepatitis_B,"[367899800, 397096100, 371863600, 396265400, 481334800, 460819700, 394718400, 307416400, 352012500, 467247100]",0.30200000000000005,Hepatitis_B_S2,28,0.09003492304395565
Hib,"[316577600, 321711600, 337724800, 323457000, 360463500, 375263500, 362984500, 401432800, 409140000, 453740700]",0.268,Hib_S3,28,0.09003492304395565
Measles,"[520688600, 599384600, 741765500, 584291600, 610795400, 751325700, 699010900, 831020100, 825941600, 1061105100]",0.29200000000000004,Measles_S1,28,0.09003492304395565
Mumps,"[22927300, 20932900, 31158300, 29486900, 34069800, 45473700, 44507600, 44743800, 56776500, 52293200]",0.28,Mumps_S1,28,0.09003492304395565
PCV,"[217304000, 262275300, 327108600, 328942400, 372129800, 353796500, 370562100, 492289800, 466028200, 179323800]",0.2440000000000001,PCV_S2,28,0.09003492304395565
Pertussis,"[330913600, 348707600, 372077900, 358905200, 359328000, 361641600, 392197100, 366714000, 428874500, 446770700]",0.30400000000000005,Pertussis_S1,28,0.09003492304395565
Polio,"[674623000, 620549000, 675000300, 664288500, 754280400, 831403500, 798232300, 929329300, 980424200, 648707300]",0.21200000000000008,Polio_S3,28,0.09003492304395565
Rotavirus,"[185622400, 219556000, 256011100, 228026000, 455555300, 366778100, 385080400, 482266900, 714517200, 1041382600]",0.278,Rotavirus_S2,28,0.09003492304395565
Rubella,"[375199800, 541952100, 425153100, 568072300, 445714300, 717977700, 625043900, 769890300, 719103700, 840127000]",0.28400000000000003,Rubella_S1,28,0.09003492304395565
Tetanus,"[609169300, 660966800, 613254200, 610941500, 740616500, 723857000, 682591200, 680463400, 718420600, 828807600]",0.278,Tetanus_S3,28,0.09003492304395565
Diphtheria,"[690293000, 540644300, 663354000, 1033467400, 832363600, 964285900, 1484889200, 781961600, 1006661500, 241445000]",0.096,Diphtheria_S1,29,0.004768195219672594
HPV,"[27408100, 36795300, 44960900, 42153100, 54014700, 57247900, 67205500, 74837800, 78713600, 88601800]",0.17000000000000004,HPV_S1,29,0.004768195219672594
Hepatitis_B,"[367899800, 397096100, 371863600, 396265400, 481334800, 460819700, 394718400, 307416400, 352012500, 467247100]",0.30200000000000005,Hepatitis_B_S2,29,0.004768195219672594
Hib,"[316577600, 321711600, 337724800, 323457000, 360463500, 375263500, 362984500, 401432800, 409140000, 453740700]",0.268,Hib_S3,29,0.004768195219672594
Measles,"[403209300, 477992600, 574350300, 589385100, 625684300, 571410200, 1164655200, 647187900, 942801300, 1502330400]",0.17000000000000004,Measles_S4,29,0.004768195219672594
Mumps,"[25298900, 35825600, 28309600, 34167200, 56941500, 34282800, 52971000, 61662700, 54703300, 79141000]",0.29200000000000004,Mumps_S2,29,0.004768195219672594
PCV,"[228025000, 270527400, 333973500, 349599500, 355922500, 316447400, 486664800, 392780800, 529487100, 752423700]",0.2520000000000001,PCV_S3,29,0.004768195219672594
Pertussis,"[376053500, 329574100, 385604700, 351618800, 410530100, 375193000, 363350500, 364705100, 397681100, 335678000]",0.19800000000000006,Pertussis_S2,29,0.004768195219672594
Polio,"[597194100, 677401000, 776170500, 676082100, 773974800, 869915700, 861400800, 863844100, 895666700, 960509500]",0.2320000000000001,Polio_S1,29,0.004768195219672594
Rotavirus,"[201197500, 175155800, 196664100, 220157400, 319305100, 338422000, 450422500, 421255000, 854993100, 366912800]",0.274,Rotavirus_S3,29,0.004768195219672594
Rubella,"[375199800, 541952100, 425153100, 568072300, 445714300, 717977700, 625043900, 769890300, 719103700, 840127000]",0.28400000000000003,Rubella_S1,29,0.004768195219672594
Tetanus,"[649813800, 621341400, 724413900, 721858700, 673652300, 688070200, 637263500, 692825800, 620957100, 607789000]",0.27,Tetanus_S2,29,0.004768195219672594
Diphtheria,"[596906900, 558336500, 812533400, 660834400, 686912400, 1059413800, 1410783900, 1252908300, 953910300, 1577938400]",0.3840000000000001,Diphtheria_S3,30,0.026477088335519875
HPV,"[29278100, 34529800, 41314600, 46831600, 52100600, 61799200, 68661300, 71927100, 88594400, 94993400]",0.32000000000000006,HPV_S2,30,0.026477088335519875
Hepatitis_B,"[363112900, 315988000, 433055200, 395040000, 471817400, 361261800, 403415800, 437080000, 512217000, 499379600]",0.2400000000000001,Hepatitis_B_S4,30,0.026477088335519875
Hib,"[316577600, 321711600, 337724800, 323457000, 360463500, 375263500, 362984500, 401432800, 409140000, 453740700]",0.268,Hib_S3,30,0.026477088335519875
Measles,"[396235400, 525423200, 507983700, 478856400, 600172200, 551044600, 684851800, 969568700, 991050500, 1391486700]",0.2220000000000001,Measles_S3,30,0.026477088335519875
Mumps,"[28568900, 44316300, 29910400, 42925000, 43035900, 34138600, 37070300, 62755300, 51887400, 32244300]",0.2280000000000001,Mumps_S4,30,0.026477088335519875
PCV,"[217608200, 267216900, 253205600, 301483300, 300469200, 342484400, 447616200, 324915700, 327715900, 505043600]",0.2260000000000001,PCV_S4,30,0.026477088335519875
Pertussis,"[355092700, 355017700, 382913500, 346050200, 324302200, 373866000, 390207300, 358433200, 438275500, 333775300]",0.21800000000000008,Pertussis_S4,30,0.026477088335519875
Polio,"[597194100, 677401000, 776170500, 676082100, 773974800, 869915700, 861400800, 863844100, 895666700, 960509500]",0.2320000000000001,Polio_S1,30,0.026477088335519875
Rotavirus,"[185622400, 219556000, 256011100, 228026000, 455555300, 366778100, 385080400, 482266900, 714517200, 1041382600]",0.278,Rotavirus_S2,30,0.026477088335519875
Rubella,"[354209400, 444952700, 440196700, 602098200, 602205300, 567084600, 437763600, 605256900, 851193600, 458658300]",0.258,Rubella_S2,30,0.026477088335519875
Tetanus,"[649813800, 621341400, 724413900, 721858700, 673652300, 688070200, 637263500, 692825800, 620957100, 607789000]",0.27,Tetanus_S2,30,0.026477088335519875
